Número de artículo,Identificador del producto,Nombre,Nombre de visualización del código de barras,Variación,Cantidad Unidad Cantidad,Categoría,ID del proveedor,Permitir anulación de precio independientemente de los permisos,Deshabilitar reglas de precios,Solo permite que los artículos se vendan en números enteros,Vendido en una serie,Cantidad de la serie,Número de días que la serie debe usarse dentro de,¿Está el código de barras,Inactivo,Cantidad predeterminada al vender o recibir,Costo,Precio de venta,Precio promocional,Fecha de inicio de la promoción,Fecha de finalización de la promoción,"El precio incluye impuesto,",Es un servicio,Es favorito,Cantidad,Mínimo de productos,Nivel de Reposición,Descripción,descripción larga,Ventana emergente de información al agregar a la venta,Peso,Unidad de peso,Longitud,Ancho,Altura,Permitir descripción alterna,El artículo cuenta con un número de serie,Comisión,¿Porciento de comisión basado en ganancia?,Grupo de impuestos,Etiquetas,Días de vencimiento,Precio modificable mientras se realiza la venta,Fabricante,Ubicación en tienda,Artículo es de comercio electrónico,Id del artículo
100983,,_ADEHESIVO MANGUERA - Ref : 16757_,,,,PEGANTES-ADHESIVOS,,,,,,,,y,y,,0.0,0,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,INEXISTENTE,y,978
100982,11008,"_CINTA EMPAQUE HABANO 2"" X 40",,,,PEGANTES-ADHESIVOS,,,,,,,,y,y,,1238.0,1650,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 30 - PISO: 3,y,977
100981,11007,"_CINTA EMPAQUE TRASPARENTE 2"" X 40",,,,PEGANTES-ADHESIVOS,,,,,,,,y,y,,1238.0,1650,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 30 - PISO: 3,y,976
100980,11009,CINTA AISLANTE NEGRA CELLUX X 15M,,,,PEGANTES-ADHESIVOS,CELLUX COLOMBIANA SA,,,,,,,y,,,750.0,3600,,,,,,n,504.0,20.0,200.0,,,,,,,,,,,,,,,,,,ESTANTE: 30 - PISO: 3,y,975
100979,16751,CINTA ENMASCARAR CELLUX 1´´X20 M,,,,PEGANTES-ADHESIVOS,DISTRIBUCIONES HOYOSTOOLS S.A.,,,,,,,y,,,1629.0,2600,,,,y,,n,1621.0,20.0,2000.0,,,,,,,,,,,,,,CINTA,,,,ESTANTE: 30 - PISO: 3,y,974
100978,25231,_BOMBILLO LED AJI COLORES X 10,,,,CABLES-ELECTRICOS,,,,,,,,y,y,,12300.0,16400,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 37 - PISO: 3,y,973
100977,BLY14,_BISTURI ENCAUCHETADO DSF 3036,,,,HERRAMIENTAS-ACCESORIOS,,,,,,,,y,y,,1350.0,1800,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 25 - PISO: 3,y,972
100976,,_BOMBILLO LED LUXLIGHT11 W GARANTIA 1 AÑO - Ref : 5978,,,,CABLES-ELECTRICOS,,,,,,,,y,y,,6075.0,8100,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 37 - PISO: 3,y,971
100975,16730,ACRONAL PROQUIMITEC GALON,,,,PEGANTES-ADHESIVOS,INDUSTRIAS  PROQUIMITEC,,,,,,,y,,,12524.0,13650,,,,y,,n,38.0,20.0,2000.0,,,,,,,,,,,,,,ACRONAL,,,,ESTANTE: VARIOS - PISO 1,y,970
100974,5658,_COLLAR 21/2X1/2,,,,HERRAMIENTAS-ACCESORIOS,,,,,,,,y,y,,6600.0,8800,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,969
100973,,_BELLOTA PALIN BANANER 5402 - 10 - Ref : 60213,,,,HERRAMIENTAS-ACCESORIOS,,,,,,,,y,y,,16313.0,21750,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,968
100972,17820,CORTINERO SOPORTE MURO DORADO 1/2 DOBLE,,,,CERRADURAS,DISTRIBUCIONES HOYOSTOOLS S.A.,,,,,,,y,,,1100.0,1400,,,,,,n,466.0,,,,,,,,,,,,,,,,CORTINERO,,,,ESTANTE: 25 - PISO: 3,y,967
100971,9659,_COLIMA MACHETE BARRIGON # 16,,,,HERRAMIENTAS-ACCESORIOS,,,,,,,,y,y,,13500.0,18000,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 21 - PISO: 3,y,966
100970,,_ANTICORROSIVO GALON BLANCO - Ref : 5765,,,,PEGANTES-ADHESIVOS,,,,,,,,y,y,,24600.0,32800,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,965
100969,5561,CORTINA DE BAÑO ESTAMPADA G57,,,,HOGAR-CONSTRUCCION,JORGE ANDRES ORDOÑEZ GAMEZ,,,,,,,y,,,8213.0,11000,,,,,,n,18.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,964
100968,,_CABLE DUPLEX FINO CARPINTER 2X12 - Ref : 5559,,,,CABLES-ELECTRICOS,,,,,,,,y,y,,48825.0,65100,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 13 - PISO: 2,y,963
100967,5556,ASPERSOR 2 SALIDAS 1/2 NACIONAL,,,,AGRO,INTECMECOL Y CIA,,,,,,,y,,,6150.0,8000,,,,y,,n,79.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 20 - PISO: 2,y,962
100966,5489,ARANDELA 5/32,,,,CERRADURAS,C.A MEJIA & CIA S.A.S,,,,,,,y,,,20.0,26,,,,,,n,13425.0,20.0,2000.0,,,,,,,,,,,,,,ARANDELA,,,,ESTANTE: 3 - PISO: 1,y,961
100965,47855,_COPA NORTON 5X2 X 5/8 NO 120,,,,HERRAMIENTAS-ACCESORIOS,,,,,,,,y,y,,30713.0,40950,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,960
100964,47854,_COPA NORTON 5 X2 X 5/8,,,,HERRAMIENTAS-ACCESORIOS,,,,,,,,y,y,,30713.0,40950,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,959
100963,,_BULTO GRANITO NEGRO H 1 - Ref : 17097,,,,AGRO,,,,,,,,y,y,,6375.0,8500,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,958
100962,,_BULTO DE GRANITO BLANCO H 1 - Ref : 17096,,,,AGRO,,,,,,,,y,y,,6375.0,8500,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,957
100961,17093,ACOPLE MICROASPERSOR,,,,GRIFERIAS-ACCESORIOS,,,,,,,,y,,,675.0,900,,,,,,n,474.0,20.0,2000.0,,,,,,,,,,,,,,ACOPLE,,,,ESTANTE: 18 - PISO: 2,y,956
100960,5612,_CHAPA SEGURIDAD DIESEL IZQUIERDA,,,,CERRADURAS,,,,,,,,y,y,,11888.0,15850,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,955
100959,16095,"ABRAZADERA AMARILLA 4""",,,,CERRADURAS,,,,,,,,y,,,750.0,1000,,,,y,,n,79.0,20.0,2000.0,,,,,,,,,,,,,,ABRAZADERA,,,,ESTANTE: 32 - PISO: 3,y,954
100958,12895,_CUBIERTA 3 CANALES #12,,,,AGRO,,,,,,,,y,y,,6975.0,9300,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 23 - PISO: 3,y,953
100957,16098,_BOMBILLO LED EXCELITE 7 W,,,,CABLES-ELECTRICOS,,,,,,,,y,y,,3713.0,4950,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 37 - PISO: 3,y,952
100956,6496,BROCA MADERA LARGA 1/2X12,,,,CERRADURAS,,,,,,,,y,,,5850.0,7800,,,,,,n,50.0,20.0,2000.0,,,,,,,,,,,,,,BROCA MADERA,,,,ESTANTE: 36- PISO: 3,,951
100955,,_CARRETILLA HERRAGRO 3000 - Ref : 87554,,,,AGRO,,,,,,,,y,y,,131250.0,175000,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,950
100954,,_AEROSOL WOLFOX ORO - Ref : 5356,,,,PEGANTES-ADHESIVOS,,,,,,,,y,y,,4125.0,5500,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 39 - PISO: 3,y,949
100953,55458,_BUJE SOLDADO 1X1/2,,,,CERRADURAS,,,,,,,,y,y,,413.0,550,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,948
100952,,_ALAMBRE NEXTAS # 10 - Ref : 16088,,,,CABLES-ELECTRICOS,,,,,,,,y,y,,123675.0,164900,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 3 - PISO: 1,y,947
100951,,_ALEM BIBLIA DIESEL NARANJA - Ref : 8434,,,,HERRAMIENTAS-ACCESORIOS,,,,,,,,y,y,,15563.0,20750,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 17 - PISO: 2,y,946
100950,8430,_ALEM BISTER BRIKEEL/DIESEL X14 MM Y PL,,,,HERRAMIENTAS-ACCESORIOS,,,,,,,,y,y,,4275.0,5700,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 17 - PISO: 2,y,945
100949,16082,BROCA LAMINA ECO 7/32 EMP X 10,,,,CERRADURAS,CO  TOOLS,,,,,,,y,,,1100.0,1400,,,,,,n,140.0,20.0,2000.0,,,,,,,,,,,,,,BROCA LAMINA,,,,ESTANTE: 36 - PISO: 3,y,944
100948,,BOTAS PARA IMPERMEABLE - Ref : 16070,,,,PROTECION-VESTUARIO,,,,,,,,y,,,2138.0,2850,,,,,,n,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,ESTANTE: 27 - PISO: 3,,943
100947,3334,_CHAPA SEGURIDAD DIESEL DERECHA100MM,,,,CERRADURAS,,,,,,,,y,y,,11888.0,15850,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,942
100946,6214,_CASCO CONSTRUCCIONPROFESIONAL ROJO (CON NORMAS DIELECTRICO,,,,PROTECION-VESTUARIO,,,,,,,,y,y,,8213.0,10950,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,941
100945,3330,_CASCO CONSTRUCCIONPROFESIONAL BLANCO (CON NORMAS DIELECTRICO,,,,PROTECION-VESTUARIO,,,,,,,,y,y,,8213.0,10950,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,940
100944,3331,_CASCO CONSTRUCCIONPROFESIONAL AMARILLO (CON NORMAS DIELECTRICO,,,,PROTECION-VESTUARIO,,,,,,,,y,y,,8213.0,10950,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,939
100943,,"_CAJA HERRAMIENTAS PLASTICA HT 15"" - Ref : 8375",,,,HERRAMIENTAS-ACCESORIOS,,,,,,,,y,y,,18038.0,24050,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,938
100942,,_ALEM CORTO MM Y PULG X 20 STANLEY - Ref : 8758,,,,HERRAMIENTAS-ACCESORIOS,,,,,,,,y,y,,0.0,0,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,INEXISTENTE,y,937
100941,,_BOMBILLO LED RECARGABLE 13W LUZ DIA - Ref : 10662,,,,CABLES-ELECTRICOS,,,,,,,,y,y,,10238.0,13650,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 37 - PISO: 3,y,936
100940,3751,_CHAPA GATO KINGLOCK  2010 DERECHA,,,,CERRADURAS,,,,,,,,y,y,,15750.0,21000,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,935
100939,8425,CIERRE RODILLO COCINA CAFE,,,,PEGANTES-ADHESIVOS,DISTRIBUCIONES FERROELECTRICOS RESTREPO SAS,,,,,,,y,,,470.0,650,,,,,,n,156.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 25 - PISO: 3,y,934
100938,,_BOMBILLO LED 12 W ZM - Ref : 17092,,,,CABLES-ELECTRICOS,,,,,,,,y,y,,6375.0,8500,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 37 - PISO: 3,y,933
100937,,_BOMBILLO LED 9 W ZM - Ref : 17901,,,,CABLES-ELECTRICOS,,,,,,,,y,y,,5175.0,6900,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 37 - PISO: 3,y,932
100936,,_BUJE SOLDADO 2 X 1 - Ref : 17014,,,,CERRADURAS,,,,,,,,y,y,,0.0,0,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,INEXISTENTE,y,931
100935,,_CARRETILLA PLASTICA - Ref : 16055,,,,AGRO,,,,,,,,y,y,,113025.0,150700,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,930
100934,,_AEROSOL WOLFOX PLATA METALICA - Ref : 99991,,,,PEGANTES-ADHESIVOS,,,,,,,,y,y,,4125.0,5500,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 39 - PISO: 3,y,929
100933,,_CINTA ANCHA INVERNADERO AMARILLA 60MMX50MTS - Ref : 16048,,,,PEGANTES-ADHESIVOS,,,,,,,,y,y,,7388.0,9850,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 30 - PISO: 3,y,928
100932,16047,_CODO CPVC 1/2,,,,GRIFERIAS-ACCESORIOS,,,,,,,,y,y,,675.0,900,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,927
100931,16004,_CLAVO 3/4 CON CABEZA,,,,CERRADURAS,,,,,,,,y,y,,1425.0,1900,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,926
100930,16001,"_ADAPTADOR LIMPIEZA DE 4""",,,,GRIFERIAS-ACCESORIOS,,,,,,,,y,y,,6150.0,8200,,,,,,n,-1.0,20.0,200.0,,,,,,,,,,,,,,ADAPTADOR,,,,CASA VERDE,,925
100929,64958,_BROCA MADERA 1/4 * 12 LARGA - Ref : 64958,,,,CERRADURAS,,,,,,,,y,y,,4125.0,5500,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,924
100928,16045,CAUCHO OLLA EXPRESS UNIVERSAL ECO,,,,HOGAR-CONSTRUCCION,DISTRIMPORTACIONES  UNIVERSAL,,,,,,,y,,,450.0,900,,,,,,n,228.0,20.0,2000.0,,,,,,,,,,,,,,OLLA EXPRES,,,,ESTANTE: 35 - PISO: 3,y,923
100927,,_CLAVO 1 1/2 SIN CABEZA - Ref : C29651,,,,CERRADURAS,,,,,,,,y,y,,0.0,0,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,INEXISTENTE,y,922
100926,7758,_CINTA PAPEL 3/4X20MTS,,,,PEGANTES-ADHESIVOS,,,,,,,,y,y,,1313.0,1750,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 30 - PISO: 3,y,921
100925,154877,CAUCHO OLLA EXPRESS PANEX SILICONADO,,,,HOGAR-CONSTRUCCION,SERVI  OSTER,,,,,,,y,,,1500.0,2100,,,,,,n,15.0,20.0,2000.0,,,,,,,,,,,,,,OLLA EXPRES,,,,ESTANTE: 35 - PISO: 3,y,920
100924,154400,CINTA NITTO VERDE  (x 10und),,,,PEGANTES-ADHESIVOS,PROFEMAC S C,,,,,,,y,,,2150.0,3000,,,,y,,n,3.0,20.0,2000.0,,,,,,,,,,,,,,CINTA,,,,ESTANTE: 30 - PISO: 3,y,919
100923,15809,CONECTOR CONDUIT 3/4,,,,CABLES-ELECTRICOS,DISTRIBUCIONES HOYOSTOOLS S.A.,,,,,,,y,,,247.0,328,,,,,,n,2809.0,20.0,2000.0,,,,,,,,,,,,,,,,,,CASA VERDE,y,918
100922,451111,_CAJA BREAKER 4 LUMINEX,,,,CABLES-ELECTRICOS,,,,,,,,y,y,,42600.0,56800,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 13 - PISO: 2,y,917
100921,124511,_CAJA BREAKER 8 LIMINEX,,,,CABLES-ELECTRICOS,,,,,,,,y,y,,54900.0,73200,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 13 - PISO: 2,y,916
100920,,_CHAPA MANIJA ALCOBA DORADO / ANOLOCK - Ref : 78444,,,,CERRADURAS,,,,,,,,y,y,,18750.0,25000,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 26 - PISO: 3,y,915
100919,,_BALINERA PARA DESPULPADORA - Ref : 11041,,,,HERRAMIENTAS-ACCESORIOS,,,,,,,,y,y,,4950.0,6600,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,914
100918,45111,CINTA ANCHA TRAS X 250 CP,,,,PEGANTES-ADHESIVOS,COMERCIALIZADORA E IMPORTADORA EL CARPINTERO S.A.S,,,,,,,y,,,11931.0,13800,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,ESTANTE: 30 - PISO: 3,y,913
100917,4853,CUCHILLA CALADORA X 5 WEI TAO,,,,HERRAMIENTAS-ACCESORIOS,OMAR  ARISTIZABAL,,,,,,,y,y,,4500.0,6000,,,,y,,n,0.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 16 - PISO: 2,y,912
100916,15874,"BARBIQUI 10""X4 DIESEL",,,,HERRAMIENTAS-ACCESORIOS,,,,,,,,y,,,20250.0,27000,,,,,,n,2.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 38 - PISO: 3,y,911
100915,15871,_CUCHILLO VENEZIA M/NEGRO N 6  (x 12und),,,,HOGAR-CONSTRUCCION,,,,,,,,y,y,,1650.0,2200,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 35 - PISO: 3,y,910
100914,15870,CUCHILLO VENEZIA M/NEGRO N 5  (x 12und),,,,HOGAR-CONSTRUCCION,,,,,,,,y,,,1238.0,1650,,,,,,n,48.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 35 - PISO: 3,y,909
100913,,_ALAMBRE NEXTAZ #14 - Ref : 15501,,,,CABLES-ELECTRICOS,,,,,,,,y,y,,50813.0,67750,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 3 - PISO: 1,y,908
100912,,_ALAMBRE PROCABLES # 12 - Ref : 15901,,,,CABLES-ELECTRICOS,,,,,,,,y,y,,69638.0,92850,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 2 - PISO: 1,y,907
100911,,_BARRA NO 14 - Ref : 15889,,,,HERRAMIENTAS-ACCESORIOS,,,,,,,,y,y,,33600.0,44800,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,906
100910,,_BARRA  NO 12 - Ref : 15888,,,,HERRAMIENTAS-ACCESORIOS,,,,,,,,y,y,,29513.0,39350,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,905
100909,,_BROCHA DE 3´´ M/MADERA HOPEX - Ref : 8848,,,,HERRAMIENTAS-ACCESORIOS,,,,,,,,y,y,,2813.0,3750,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 21 - PISO: 3,y,904
100908,,_BUJE PVC  SOLDADO 2X11/2 - Ref : 11508,,,,GRIFERIAS-ACCESORIOS,,,,,,,,y,y,,1500.0,2000,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 20 - PISO: 2,y,903
100907,154002,_CABLE INICIO BATERIA 400 AMP,,,,CABLES-ELECTRICOS,,,,,,,,y,y,,12300.0,16400,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 35 - PISO: 3,y,902
100906,11034,CODAL 2X1,,,,HOGAR-CONSTRUCCION,INAPLAS  SAS,,,,,,,y,,,67850.0,81000,,,,y,,n,48.0,20.0,2000.0,,,,,,,,,,,,,,,,,,CASA VERDE,y,901
100905,11032,CODAL 3X1 1/2,,,,HOGAR-CONSTRUCCION,INAPLAS  SAS,,,,,,,y,,,76800.0,83700,,,,y,,n,32.0,20.0,2000.0,,,,,,,,,,,,,,,,,,CASA VERDE,y,900
100904,105001,_CAMISA DESPULPADORA DE CAFE 23X50,,,,AGRO,,,,,,,,y,y,,33600.0,44800,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,899
100903,105002,_CAMISA DESPULPADORA DE CAFE  26X72,,,,AGRO,,,,,,,,y,y,,48450.0,64600,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,898
100902,15805,ADAPTADOR LIMPIEZA 3 DILMAR,,,,GRIFERIAS-ACCESORIOS,DILMAR Y CIA LTDA.,,,,,,,y,,,4050.0,5400,,,,,,n,276.0,20.0,2000.0,,,,,,,,,,,,,,ADAPTADOR,,,,CASA VERDE,y,897
100901,15804,"ADAPTADOR LIMPIEZA 2""",,,,GRIFERIAS-ACCESORIOS,,,,,,,,y,,,2850.0,3800,,,,,,n,3283.0,20.0,2000.0,,,,,,,,,,,,,,ADAPTADOR,,,,CASA VERDE,,896
100900,36125,_CIZAYA # 36 BELLOTA,,,,HERRAMIENTAS-ACCESORIOS,,,,,,,,y,y,,55725.0,74300,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 7 - PISO: 1,y,895
100899,16012,BISTURI INDUSTRIAL SIN REPUESTO,,,,HERRAMIENTAS-ACCESORIOS,OMAR  ARISTIZABAL,,,,,,,y,,,2200.0,2300,,,,y,,n,104.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 25 - PISO: 3,y,894
100898,7730,_ACEITE PENETRANTE LUBRICANTE UDUKE 450ML,,,,PEGANTES-ADHESIVOS,,,,,,,,y,y,,5325.0,7600,,,,,,n,0.0,20.0,2000.0,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 28 - PISO: 3,y,893
100897,3685,ACEITE LUBRICANTE PENETRANTE UDUKE/PINTOOLS 450ML,,,,PEGANTES-ADHESIVOS,DISTRIBUCIONES FERROELECTRICOS RESTREPO SAS,,,,,,,y,,,5889.0,9000,,,,y,,n,43.0,2.0,200.0,,,,,,,,,,,,,,ACEITE,,,,ESTANTE: 28 - PISO: 3,y,892
100896,16011,ARANDELA 3/16,,,,CERRADURAS,C.A MEJIA & CIA S.A.S,,,,,,,y,,,33.0,50,,,,,,n,10937.0,100.0,2000.0,,,,,,,,,,,,,,ARANDELA,,,,ESTANTE: 3 - PISO: 1  (SUELO),y,891
100895,11012,BOMBILLO 7 LED MAXI HOUSE,,,,CABLES-ELECTRICOS,,,,,,,,y,,,2663.0,3550,,,,,,n,200.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 37 - PISO: 3,y,890
100894,11011,_BOMBILLO 12 LED MAXI HOUSE,,,,CABLES-ELECTRICOS,,,,,,,,y,y,,3525.0,4700,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 37 - PISO: 3,y,889
100893,11010,BOMBILLO LED MEGAWATT 9W,,,,CABLES-ELECTRICOS,INVERSAKK LTDA,,,,,,,y,,,2625.0,3500,,,,,,n,6417.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 37 - PISO: 3,y,888
100892,34901,CUCHILLA ELECTRICA 2X100,,,,CABLES-ELECTRICOS,PROFEMAC S C,,,,,,,y,,,17416.0,20500,,,,y,,n,0.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 12 - PISO: 2,y,887
100891,10500,_CAMISA DESPULPADORA DE CAFE 26X66,,,,AGRO,,,,,,,,y,y,,45150.0,60200,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,886
100890,3306B,CABLE DUPLEX LINEA ECO CONDUTEC/INCELEC 2X18 100 MTS,,,,CABLES-ELECTRICOS,INDUSTRIA  FERRETERA JMS,,,,,,,y,,,26900.0,34000,,,,,,n,789.0,20.0,2000.0,,,,,,,,,,,,,,CABLE DUPLEX,,,,ESTANTE: 3 - PISO: 1,y,885
100889,3306,CABLE DUPLEX LINEA ECO CONDUTEC 2X12 100M ,,,,CABLES-ELECTRICOS,CABLE DUPLEX ECO GLORIA SULEY,,,,,,,y,,,57750.0,78500,,,,,,n,35.0,20.0,2000.0,,,,,,,,,,,,,,CABLE DUPLEX,,,,ESTANTE: 3 - PISO: 1,y,884
100888,11002,"_CINTA ENMASCARAR SOCO  1"" X 20 MTS",,,,PEGANTES-ADHESIVOS,,,,,,,,y,y,,1425.0,1900,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 30 - PISO: 3,y,883
100887,11001,CINTA ENMASCARAR CELLUX 3/4 X 20 MTS,,,,PEGANTES-ADHESIVOS,CELLUX COLOMBIANA SA,,,,,,,y,,,1269.0,1650,,,,y,,n,1760.0,20.0,2000.0,,,,,,,,,,,,,,CINTA,,,,ESTANTE: 30 - PISO: 3,y,882
100886,11000,_CINTA ENMASCARAR SOCO 20 MTTS,,,,PEGANTES-ADHESIVOS,,,,,,,,y,y,,713.0,950,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 30 - PISO: 3,y,881
100885,7395,"BROCA MADERA LARGA 1/4 X 12""",,,,CERRADURAS,,,,,,,,y,,,3150.0,4200,,,,,,n,95.0,20.0,2000.0,,,,,,,,,,,,,,BROCA MADERA,,,,ESTANTE: 36- PISO: 3,,880
100884,8671,"_BROCA MADERA CENTRO SOLIDO 5/16*11""HOPEX - Ref : 8671",,,,CERRADURAS,,,,,,,,y,y,,3938.0,5250,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,879
100883,7911,"_BROCA MADERA CENTRO SOLIDO 1/2*8""HOPEX - Ref : 7911",,,,CERRADURAS,,,,,,,,y,y,,4125.0,5500,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,878
100882,48154,_CABLE INICIO BATERIA 600 AM,,,,CABLES-ELECTRICOS,,,,,,,,y,y,,16388.0,21850,,,,,,n,0.0,20.0,2000.0,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 35 - PISO: 3,y,877
100881,11112,AGUA STOP CAUCHO TRASPARENTE,,,,GRIFERIAS-ACCESORIOS,,,,,,,,y,,,2063.0,2750,,,,,,n,56.0,20.0,2000.0,,,,,,,,,,,,,,AGUA STOP,,,,ESTANTE: 21 - PISO: 2,,876
